ID Empleado,Edad,Género,Antigüedad en la Empresa,Rol de Trabajo,Ingreso Mensual,Balance Trabajo-Vida,Satisfacción del Trabajo,Desempeño,Número de Promociones,Horas Extras,Distancia a Casa,Nivel de Educación,Estado Civil,Número de Dependientes,Nivel de Trabajo,Tamaño de Empresa,Meses desde el último evento,Trabajo Remoto,Oportunidades de Liderazgo,Oportunidades de Innovación,Reputación de la Empresa,Reconocimiento a Empleado,Deserción
126590,45,0,33,6,19999,2,2,2,1,0,10,1,1,1,2,2,132,0,0,0,2,1,0
126591,45,0,33,6,19999,2,2,2,1,0,10,1,1,1,2,2,132,0,0,0,2,1,0
126592,45,0,33,6,19999,2,2,2,1,0,10,1,1,1,2,2,132,0,0,0,2,1,0
126643,45,0,20,6,16792,2,3,2,1,0,2,1,1,1,2,2,132,0,0,0,2,1,0
126645,45,0,20,6,16792,2,3,3,1,0,2,1,1,1,2,2,132,0,0,0,2,1,0
126647,45,0,20,6,16792,2,3,3,1,0,2,1,1,1,2,2,132,0,0,0,2,1,0
126648,45,0,20,6,16792,2,3,3,1,0,2,1,1,1,2,2,132,0,0,0,2,1,0
126651,45,0,20,6,16792,2,3,2,1,0,2,1,1,1,2,2,132,0,0,0,2,1,0
126653,45,0,20,6,16792,2,3,3,1,0,2,1,1,1,2,2,132,0,0,0,2,1,0
126655,45,0,20,6,16792,2,3,3,1,0,2,1,1,1,2,2,132,0,0,0,2,1,0
126656,45,0,20,6,16792,2,3,3,1,0,2,1,1,1,2,2,132,0,0,0,2,1,0
127028,45,1,19,5,8865,2,3,2,1,0,6,2,2,1,0,2,144,0,0,0,2,1,0
127030,45,1,19,5,8865,2,3,3,1,0,6,2,2,1,0,2,144,0,0,0,2,1,0
127034,45,1,19,5,8865,2,3,2,1,0,6,2,2,1,0,2,144,0,0,0,2,1,0
127035,45,1,19,5,8865,2,3,2,1,0,6,2,2,1,0,2,144,0,0,0,2,1,0
127036,45,1,19,5,8865,2,3,2,1,0,6,2,2,1,0,2,144,0,0,0,2,1,0
127038,45,1,19,5,8865,2,3,3,1,0,6,2,2,1,0,2,144,0,0,0,2,1,0
127042,45,1,19,5,8865,2,3,2,1,0,6,2,2,1,0,2,144,0,0,0,2,1,0
127043,45,1,19,5,8865,2,3,2,1,0,6,2,2,1,0,2,144,0,0,0,2,1,0
127444,45,0,24,6,19202,2,3,2,1,0,1,2,1,1,2,2,12,0,0,0,2,1,0
127446,45,0,24,6,19202,2,3,2,1,0,1,2,1,1,2,2,12,0,0,0,2,1,0
127450,45,0,24,6,19202,2,3,2,1,0,1,2,1,1,2,2,12,0,0,0,2,1,0
127451,45,0,24,6,19202,2,3,2,1,0,1,2,1,1,2,2,12,0,0,0,2,1,0
127452,45,0,24,6,19202,2,3,2,1,0,1,2,1,1,2,2,12,0,0,0,2,1,0
127454,45,0,24,6,19202,2,3,2,1,0,1,2,1,1,2,2,12,0,0,0,2,1,0
127458,45,0,24,6,19202,2,3,2,1,0,1,2,1,1,2,2,12,0,0,0,2,1,0
127459,45,0,24,6,19202,2,3,2,1,0,1,2,1,1,2,2,12,0,0,0,2,1,0
127524,45,0,3,11,6434,2,2,2,1,0,7,3,1,1,0,2,12,0,0,0,2,1,0
127527,45,0,3,11,6434,2,2,3,1,0,7,3,1,1,0,2,12,0,0,0,2,1,0
127528,45,0,3,11,6434,2,2,2,1,0,7,3,1,1,0,2,12,0,0,0,2,1,0
127529,45,0,3,11,6434,2,2,2,1,0,7,3,1,1,0,2,12,0,0,0,2,1,0
127532,45,0,3,11,6434,2,2,2,1,0,7,3,1,1,0,2,12,0,0,0,2,1,0
127535,45,0,3,11,6434,2,2,3,1,0,7,3,1,1,0,2,12,0,0,0,2,1,0
127536,45,0,3,11,6434,2,2,2,1,0,7,3,1,1,0,2,12,0,0,0,2,1,0
127537,45,0,3,11,6434,2,2,2,1,0,7,3,1,1,0,2,12,0,0,0,2,1,0
127827,45,0,20,12,13496,2,3,2,1,1,20,1,1,1,2,2,48,0,0,0,2,1,0
127830,45,0,20,12,13496,2,3,2,1,1,20,1,1,1,2,2,48,0,0,0,2,1,0
127831,45,0,20,12,13496,2,3,2,1,1,20,1,1,1,2,2,48,0,0,0,2,1,0
127832,45,0,20,12,13496,2,3,2,1,1,20,1,1,1,2,2,48,0,0,0,2,1,0
127835,45,0,20,12,13496,2,3,2,1,1,20,1,1,1,2,2,48,0,0,0,2,1,0
127838,45,0,6,9,2532,1,3,2,1,0,20,1,0,1,1,2,12,0,0,0,2,1,0
127839,45,0,20,12,13496,2,3,2,1,1,20,1,1,1,2,2,48,0,0,0,2,1,0
127840,45,0,20,12,13496,2,3,2,1,1,20,1,1,1,2,2,48,0,0,0,2,1,0
127898,45,0,5,10,2070,1,3,2,1,0,2,2,1,1,1,2,12,0,0,0,2,1,0
127899,45,0,5,10,2070,1,3,2,1,0,2,2,1,1,1,2,12,0,0,0,2,1,0
127903,45,0,5,10,2070,1,3,3,1,0,2,2,1,1,1,2,12,0,0,0,2,1,0
127904,45,0,5,10,2070,1,3,3,1,0,2,2,1,1,1,2,12,0,0,0,2,1,0
127906,45,0,5,10,2070,1,3,2,1,0,2,2,1,1,1,2,12,0,0,0,2,1,0
127907,45,0,5,10,2070,1,3,2,1,0,2,2,1,1,1,2,12,0,0,0,2,1,0
127911,45,0,5,10,2070,1,3,3,1,0,2,2,1,1,1,2,12,0,0,0,2,1,0
127912,45,0,5,10,2070,1,3,3,1,0,2,2,1,1,1,2,12,0,0,0,2,1,0
128497,45,0,2,13,6410,2,0,3,1,0,4,1,1,1,0,2,12,0,0,0,2,1,0
128499,45,0,2,13,6410,2,0,2,1,0,4,1,1,1,0,2,12,0,0,0,2,1,0
128502,45,0,2,13,6410,2,0,2,1,0,4,1,1,1,0,2,12,0,0,0,2,1,0
128503,45,0,2,13,6410,2,0,2,1,0,4,1,1,1,0,2,12,0,0,0,2,1,0
128505,45,0,2,13,6410,2,0,3,1,0,4,1,1,1,0,2,12,0,0,0,2,1,0
128507,45,0,2,13,6410,2,0,2,1,0,4,1,1,1,0,2,12,0,0,0,2,1,0
128510,45,0,2,13,6410,2,0,2,1,0,4,1,1,1,0,2,12,0,0,0,2,1,0
128511,45,0,2,13,6410,2,0,2,1,0,4,1,1,1,0,2,12,0,0,0,2,1,0
128512,45,0,24,9,5210,2,0,2,1,0,7,2,0,1,0,2,108,0,0,0,2,1,0
128515,45,0,24,9,5210,2,0,2,1,0,7,2,0,1,0,2,108,0,0,0,2,1,0
128516,45,0,24,9,5210,2,0,2,1,0,7,2,0,1,0,2,108,0,0,0,2,1,0
128517,45,0,24,9,5210,2,0,2,1,0,7,2,0,1,0,2,108,0,0,0,2,1,0
128520,45,0,24,9,5210,2,0,2,1,0,7,2,0,1,0,2,108,0,0,0,2,1,0
128523,45,0,24,9,5210,2,0,2,1,0,7,2,0,1,0,2,108,0,0,0,2,1,0
128524,45,0,24,9,5210,2,0,2,1,0,7,2,0,1,0,2,108,0,0,0,2,1,0
128525,45,0,24,9,5210,2,0,2,1,0,7,2,0,1,0,2,108,0,0,0,2,1,0
128624,45,1,4,10,2478,1,1,3,1,1,23,1,2,1,1,2,12,0,0,0,2,1,0
128626,45,1,4,10,2478,1,1,3,1,1,23,1,2,1,1,2,12,0,0,0,2,1,0
128629,45,1,4,10,2478,1,1,2,1,1,23,1,2,1,1,2,12,0,0,0,2,1,0
128630,45,1,4,10,2478,1,1,2,1,1,23,1,2,1,1,2,12,0,0,0,2,1,0
128632,45,1,4,10,2478,1,1,3,1,1,23,1,2,1,1,2,12,0,0,0,2,1,0
128634,45,1,4,10,2478,1,1,3,1,1,23,1,2,1,1,2,12,0,0,0,2,1,0
128637,45,1,4,10,2478,1,1,2,1,1,23,1,2,1,1,2,12,0,0,0,2,1,0
128874,45,0,10,10,3697,2,3,2,1,0,8,3,1,1,0,2,108,0,0,0,2,1,0
128877,45,0,10,10,3697,2,3,2,1,0,8,3,1,1,0,2,108,0,0,0,2,1,0
128878,45,0,10,10,3697,2,3,2,1,0,8,3,1,1,0,2,108,0,0,0,2,1,0
128879,45,0,10,10,3697,2,3,2,1,0,8,3,1,1,0,2,108,0,0,0,2,1,0
128882,45,0,10,10,3697,2,3,2,1,0,8,3,1,1,0,2,108,0,0,0,2,1,0
128885,45,0,10,10,3697,2,3,2,1,0,8,3,1,1,0,2,108,0,0,0,2,1,0
128886,45,0,10,10,3697,2,3,2,1,0,8,3,1,1,0,2,108,0,0,0,2,1,0
128922,45,0,3,9,3983,2,3,2,1,0,11,1,2,1,1,2,24,0,0,0,2,1,0
128924,45,0,3,9,3983,2,3,2,1,0,11,1,2,1,1,2,24,0,0,0,2,1,0
128927,45,0,3,9,3983,2,3,2,1,0,11,1,2,1,1,2,24,0,0,0,2,1,0
128928,45,0,3,9,3983,2,3,2,1,0,11,1,2,1,1,2,24,0,0,0,2,1,0
128930,45,0,3,9,3983,2,3,2,1,0,11,1,2,1,1,2,24,0,0,0,2,1,0
128932,45,0,3,9,3983,2,3,2,1,0,11,1,2,1,1,2,24,0,0,0,2,1,0
128935,45,0,3,9,3983,2,3,2,1,0,11,1,2,1,1,2,24,0,0,0,2,1,0
128936,45,0,3,9,3983,2,3,2,1,0,11,1,2,1,1,2,24,0,0,0,2,1,0
129174,45,0,7,10,5974,2,0,2,1,1,9,3,0,1,0,2,72,0,0,0,2,1,0
129176,45,0,7,10,5974,2,0,2,1,1,9,3,0,1,0,2,72,0,0,0,2,1,0
129179,45,0,7,10,5974,2,0,2,1,1,9,3,0,1,0,2,72,0,0,0,2,1,0
129180,45,0,7,10,5974,2,0,2,1,1,9,3,0,1,0,2,72,0,0,0,2,1,0
129182,45,0,7,10,5974,2,0,2,1,1,9,3,0,1,0,2,72,0,0,0,2,1,0
129184,45,0,7,10,5974,2,0,2,1,1,9,3,0,1,0,2,72,0,0,0,2,1,0
129187,45,0,7,10,5974,2,0,2,1,1,9,3,0,1,0,2,72,0,0,0,2,1,0
130033,45,0,2,10,2654,1,3,2,1,0,10,1,1,1,1,2,12,0,0,0,2,1,0
130035,45,0,2,10,2654,1,3,2,1,0,10,1,1,1,1,2,12,0,0,0,2,1,0
130039,45,0,2,10,2654,1,3,3,1,0,10,1,1,1,1,2,12,0,0,0,2,1,0
130040,45,0,2,10,2654,1,3,3,1,0,10,1,1,1,1,2,12,0,0,0,2,1,0
130041,45,0,2,10,2654,1,3,2,1,0,10,1,1,1,1,2,12,0,0,0,2,1,0
130043,45,0,2,10,2654,1,3,2,1,0,10,1,1,1,1,2,12,0,0,0,2,1,0
130047,45,0,2,10,2654,1,3,3,1,0,10,1,1,1,1,2,12,0,0,0,2,1,0
130724,45,0,8,5,4805,3,1,2,1,0,2,2,1,1,0,2,36,0,0,0,2,1,0
130727,45,0,8,5,4805,3,1,2,1,0,2,2,1,1,0,2,36,0,0,0,2,1,0
130728,45,0,8,5,4805,3,1,2,1,0,2,2,1,1,0,2,36,0,0,0,2,1,0
130729,45,0,8,5,4805,3,1,2,1,0,2,2,1,1,0,2,36,0,0,0,2,1,0
130732,45,0,8,5,4805,3,1,2,1,0,2,2,1,1,0,2,36,0,0,0,2,1,0
130735,45,0,8,5,4805,3,1,2,1,0,2,2,1,1,0,2,36,0,0,0,2,1,0
130736,45,0,8,5,4805,3,1,2,1,0,2,2,1,1,0,2,36,0,0,0,2,1,0
132040,45,0,21,6,19141,1,3,2,1,0,1,0,0,1,2,2,144,0,0,0,2,1,0
132041,45,0,21,6,19141,1,3,2,1,0,1,0,0,1,2,2,144,0,0,0,2,1,0
132045,45,0,21,6,19141,1,3,2,1,0,1,0,0,1,2,2,144,0,0,0,2,1,0
132046,45,0,21,6,19141,1,3,2,1,0,1,0,0,1,2,2,144,0,0,0,2,1,0
132050,45,0,21,6,19141,1,3,2,1,0,1,0,0,1,2,2,144,0,0,0,2,1,0
132051,45,0,21,6,19141,1,3,2,1,0,1,0,0,1,2,2,144,0,0,0,2,1,0
132055,45,0,21,6,19141,1,3,2,1,0,1,0,0,1,2,2,144,0,0,0,2,1,0
132056,45,0,21,6,19141,1,3,2,1,0,1,0,0,1,2,2,144,0,0,0,2,1,0
132247,45,0,2,10,2759,2,2,2,1,1,4,2,0,1,1,2,24,0,0,0,2,1,0
132248,45,0,2,10,2759,2,2,2,1,1,4,2,0,1,1,2,24,0,0,0,2,1,0
132252,45,0,2,10,2759,2,2,2,1,1,4,2,0,1,1,2,24,0,0,0,2,1,0
132253,45,0,2,10,2759,2,2,2,1,1,4,2,0,1,1,2,24,0,0,0,2,1,0
132255,45,0,2,10,2759,2,2,2,1,1,4,2,0,1,1,2,24,0,0,0,2,1,0
132256,45,0,2,10,2759,2,2,2,1,1,4,2,0,1,1,2,24,0,0,0,2,1,0
132260,45,0,2,10,2759,2,2,2,1,1,4,2,0,1,1,2,24,0,0,0,2,1,0
132261,45,0,2,10,2759,2,2,2,1,1,4,2,0,1,1,2,24,0,0,0,2,1,0
132514,45,0,8,8,6632,2,2,2,1,0,2,1,2,1,0,2,36,0,0,0,2,1,0
132516,45,0,8,8,6632,2,2,2,1,0,2,1,2,1,0,2,36,0,0,0,2,1,0
132520,45,0,8,8,6632,2,2,2,1,0,2,1,2,1,0,2,36,0,0,0,2,1,0
132521,45,0,8,8,6632,2,2,2,1,0,2,1,2,1,0,2,36,0,0,0,2,1,0
132522,45,0,8,8,6632,2,2,2,1,0,2,1,2,1,0,2,36,0,0,0,2,1,0
132524,45,0,8,8,6632,2,2,2,1,0,2,1,2,1,0,2,36,0,0,0,2,1,0
132527,45,0,8,8,6632,2,2,2,1,0,2,1,2,1,0,2,36,0,0,0,2,1,0
132528,45,0,8,8,6632,2,2,2,1,0,2,1,2,1,0,2,36,0,0,0,2,1,0
132599,45,0,10,5,7587,2,0,3,1,0,2,3,2,1,0,2,12,0,0,0,2,1,0
132600,45,0,10,5,7587,2,0,2,1,0,2,3,2,1,0,2,12,0,0,0,2,1,0
132604,45,0,10,5,7587,2,0,2,1,0,2,3,2,1,0,2,12,0,0,0,2,1,0
132605,45,0,10,5,7587,2,0,2,1,0,2,3,2,1,0,2,12,0,0,0,2,1,0
132607,45,0,10,5,7587,2,0,3,1,0,2,3,2,1,0,2,12,0,0,0,2,1,0
132608,45,0,10,5,7587,2,0,2,1,0,2,3,2,1,0,2,12,0,0,0,2,1,0
132612,45,0,10,5,7587,2,0,2,1,0,2,3,2,1,0,2,12,0,0,0,2,1,0
132613,45,0,10,5,7587,2,0,2,1,0,2,3,2,1,0,2,12,0,0,0,2,1,0
132852,45,0,0,9,1601,2,0,2,1,1,25,1,1,1,1,2,12,0,0,0,2,1,0
132854,45,0,0,9,1601,2,0,2,1,1,25,1,1,1,1,2,12,0,0,0,2,1,0
132857,45,0,0,9,1601,2,0,3,1,1,25,1,1,1,1,2,12,0,0,0,2,1,0
132858,45,0,0,9,1601,2,0,3,1,1,25,1,1,1,1,2,12,0,0,0,2,1,0
132860,45,0,0,9,1601,2,0,2,1,1,25,1,1,1,1,2,12,0,0,0,2,1,0
132862,45,0,0,9,1601,2,0,2,1,1,25,1,1,1,1,2,12,0,0,0,2,1,0
132865,45,0,0,9,1601,2,0,3,1,1,25,1,1,1,1,2,12,0,0,0,2,1,0
132866,45,0,0,9,1601,2,0,3,1,1,25,1,1,1,1,2,12,0,0,0,2,1,0
133141,45,1,1,10,2274,2,2,3,1,0,2,2,2,1,1,2,12,0,0,0,2,1,0
133143,45,1,1,10,2274,2,2,2,1,0,2,2,2,1,1,2,12,0,0,0,2,1,0
133144,45,1,1,10,2274,2,2,2,1,0,2,2,2,1,1,2,12,0,0,0,2,1,0
133147,45,1,1,10,2274,2,2,2,1,0,2,2,2,1,1,2,12,0,0,0,2,1,0
133149,45,1,1,10,2274,2,2,3,1,0,2,2,2,1,1,2,12,0,0,0,2,1,0
133151,45,1,1,10,2274,2,2,2,1,0,2,2,2,1,1,2,12,0,0,0,2,1,0
133152,45,1,1,10,2274,2,2,2,1,0,2,2,2,1,1,2,12,0,0,0,2,1,0
133487,45,0,5,5,10761,2,0,2,1,1,9,2,0,1,0,2,12,0,0,0,2,1,0
133489,45,0,5,5,10761,2,0,2,1,1,9,2,0,1,0,2,12,0,0,0,2,1,0
133493,45,0,5,5,10761,2,0,2,1,1,9,2,0,1,0,2,12,0,0,0,2,1,0
133494,45,0,5,5,10761,2,0,2,1,1,9,2,0,1,0,2,12,0,0,0,2,1,0
133495,45,0,5,5,10761,2,0,2,1,1,9,2,0,1,0,2,12,0,0,0,2,1,0
133497,45,0,5,5,10761,2,0,2,1,1,9,2,0,1,0,2,12,0,0,0,2,1,0
133501,45,0,5,5,10761,2,0,2,1,1,9,2,0,1,0,2,12,0,0,0,2,1,0
133502,45,0,5,5,10761,2,0,2,1,1,9,2,0,1,0,2,12,0,0,0,2,1,0
133536,45,0,1,5,6334,2,2,2,1,0,20,2,0,1,0,2,12,0,0,0,2,1,0
133538,45,0,1,5,6334,2,2,2,1,0,20,2,0,1,0,2,12,0,0,0,2,1,0
133541,45,0,1,5,6334,2,2,2,1,0,20,2,0,1,0,2,12,0,0,0,2,1,0
133542,45,0,1,5,6334,2,2,2,1,0,20,2,0,1,0,2,12,0,0,0,2,1,0
133544,45,0,1,5,6334,2,2,2,1,0,20,2,0,1,0,2,12,0,0,0,2,1,0
133546,45,0,1,5,6334,2,2,2,1,0,20,2,0,1,0,2,12,0,0,0,2,1,0
133549,45,0,1,5,6334,2,2,2,1,0,20,2,0,1,0,2,12,0,0,0,2,1,0
133550,45,0,1,5,6334,2,2,2,1,0,20,2,0,1,0,2,12,0,0,0,2,1,0
134633,45,0,9,9,4447,1,1,2,1,0,4,1,1,1,0,2,12,0,0,0,2,1,0
134635,45,0,9,9,4447,1,1,2,1,0,4,1,1,1,0,2,12,0,0,0,2,1,0
134637,45,0,9,9,4447,1,1,2,1,0,4,1,1,1,0,2,12,0,0,0,2,1,0
134638,45,0,9,9,4447,1,1,2,1,0,4,1,1,1,0,2,12,0,0,0,2,1,0
134641,45,0,9,9,4447,1,1,2,1,0,4,1,1,1,0,2,12,0,0,0,2,1,0
134643,45,0,9,9,4447,1,1,2,1,0,4,1,1,1,0,2,12,0,0,0,2,1,0
134645,45,0,9,9,4447,1,1,2,1,0,4,1,1,1,0,2,12,0,0,0,2,1,0
134646,45,0,9,9,4447,1,1,2,1,0,4,1,1,1,0,2,12,0,0,0,2,1,0
134807,45,0,19,11,5067,3,2,2,1,1,9,2,0,1,0,2,24,0,0,0,2,1,0
134808,45,0,19,11,5067,3,2,2,1,1,9,2,0,1,0,2,24,0,0,0,2,1,0
134810,45,0,19,11,5067,3,2,2,1,1,9,2,0,1,0,2,24,0,0,0,2,1,0
134811,45,0,19,11,5067,3,2,2,1,1,9,2,0,1,0,2,24,0,0,0,2,1,0
134815,45,0,19,11,5067,3,2,2,1,1,9,2,0,1,0,2,24,0,0,0,2,1,0
134816,45,0,19,11,5067,3,2,2,1,1,9,2,0,1,0,2,24,0,0,0,2,1,0
134818,45,0,19,11,5067,3,2,2,1,1,9,2,0,1,0,2,24,0,0,0,2,1,0
134898,45,1,5,9,2270,2,3,2,1,0,1,3,0,1,1,2,12,0,0,0,2,1,0
134900,45,1,5,9,2270,2,3,2,1,0,1,3,0,1,1,2,12,0,0,0,2,1,0
134904,45,1,5,9,2270,2,3,2,1,0,1,3,0,1,1,2,12,0,0,0,2,1,0
134905,45,1,5,9,2270,2,3,2,1,0,1,3,0,1,1,2,12,0,0,0,2,1,0
134906,45,1,5,9,2270,2,3,2,1,0,1,3,0,1,1,2,12,0,0,0,2,1,0
134908,45,1,5,9,2270,2,3,2,1,0,1,3,0,1,1,2,12,0,0,0,2,1,0
134912,45,1,5,9,2270,2,3,2,1,0,1,3,0,1,1,2,12,0,0,0,2,1,0
134913,45,1,5,9,2270,2,3,2,1,0,1,3,0,1,1,2,12,0,0,0,2,1,0
134975,45,0,9,9,3633,2,0,2,1,1,23,1,1,1,0,2,12,0,0,0,2,1,0
134978,45,0,9,9,3633,2,0,2,1,1,23,1,1,1,0,2,12,0,0,0,2,1,0
134981,45,0,9,9,3633,2,0,2,1,1,23,1,1,1,0,2,12,0,0,0,2,1,0
134982,45,0,9,9,3633,2,0,2,1,1,23,1,1,1,0,2,12,0,0,0,2,1,0
134985,45,0,9,9,3633,2,0,2,1,1,23,1,1,1,0,2,12,0,0,0,2,1,0
134988,45,0,9,9,3633,2,0,2,1,1,23,1,1,1,0,2,12,0,0,0,2,1,0
134989,45,0,9,9,3633,2,0,2,1,1,23,1,1,1,0,2,12,0,0,0,2,1,0
135294,45,1,19,11,12742,3,3,2,1,1,1,0,1,1,2,2,24,0,0,0,2,1,0
135295,45,1,10,11,12742,2,3,2,1,0,1,0,1,1,2,2,108,0,0,0,2,1,0
135545,45,1,6,11,10880,1,0,2,1,0,22,2,2,1,0,2,12,0,0,0,2,1,0
135546,45,1,8,11,10880,3,0,3,1,0,22,2,2,1,0,2,60,0,0,0,2,1,0
135566,45,1,9,6,17650,3,3,2,1,0,11,1,1,1,2,2,12,0,0,0,2,1,0
135568,45,1,9,6,17650,3,3,2,1,0,11,1,1,1,2,2,12,0,0,0,2,1,0
135570,45,1,9,6,17650,3,3,2,1,0,11,1,1,1,2,2,12,0,0,0,2,1,0
135571,45,1,9,6,17650,3,3,2,1,0,11,1,1,1,2,2,12,0,0,0,2,1,0
135574,45,1,9,6,17650,3,3,2,1,0,11,1,1,1,2,2,12,0,0,0,2,1,0
135576,45,1,9,6,17650,3,3,2,1,0,11,1,1,1,2,2,12,0,0,0,2,1,0
135578,45,1,9,6,17650,3,3,2,1,0,11,1,1,1,2,2,12,0,0,0,2,1,0
135579,45,1,9,6,17650,3,3,2,1,0,11,1,1,1,2,2,12,0,0,0,2,1,0
135599,45,0,15,5,9725,1,3,2,1,0,26,2,0,1,0,2,12,0,0,0,2,1,0
135601,45,0,15,5,9725,1,3,2,1,0,26,2,0,1,0,2,12,0,0,0,2,1,0
135604,45,0,15,5,9725,1,3,2,1,0,26,2,0,1,0,2,12,0,0,0,2,1,0
135605,45,0,15,5,9725,1,3,2,1,0,26,2,0,1,0,2,12,0,0,0,2,1,0
135607,45,0,15,5,9725,1,3,2,1,0,26,2,0,1,0,2,12,0,0,0,2,1,0
135609,45,0,15,5,9725,1,3,2,1,0,26,2,0,1,0,2,12,0,0,0,2,1,0
135612,45,0,15,5,9725,1,3,2,1,0,26,2,0,1,0,2,12,0,0,0,2,1,0
135629,45,0,6,13,2177,2,1,2,1,0,24,3,2,1,1,2,12,0,0,0,2,1,0
135632,45,0,6,13,2177,2,1,2,1,0,24,3,2,1,1,2,12,0,0,0,2,1,0
135633,45,0,6,13,2177,2,1,2,1,0,24,3,2,1,1,2,12,0,0,0,2,1,0
135634,45,0,6,13,2177,2,1,2,1,0,24,3,2,1,1,2,12,0,0,0,2,1,0
135637,45,0,6,13,2177,2,1,2,1,0,24,3,2,1,1,2,12,0,0,0,2,1,0
135640,45,0,6,13,2177,2,1,2,1,0,24,3,2,1,1,2,12,0,0,0,2,1,0
135641,45,0,6,13,2177,2,1,2,1,0,24,3,2,1,1,2,12,0,0,0,2,1,0
135642,45,0,6,13,2177,2,1,2,1,0,24,3,2,1,1,2,12,0,0,0,2,1,0
136366,45,1,15,5,5593,2,2,2,1,0,9,3,1,1,0,2,48,0,0,0,2,1,0
136368,45,1,15,5,5593,2,2,2,1,0,9,3,1,1,0,2,48,0,0,0,2,1,0
136372,45,1,15,5,5593,2,2,2,1,0,9,3,1,1,0,2,48,0,0,0,2,1,0
136373,45,1,15,5,5593,2,2,2,1,0,9,3,1,1,0,2,48,0,0,0,2,1,0
136374,45,1,15,5,5593,2,2,2,1,0,9,3,1,1,0,2,48,0,0,0,2,1,0
136376,45,1,15,5,5593,2,2,2,1,0,9,3,1,1,0,2,48,0,0,0,2,1,0
136380,45,1,15,5,5593,2,2,2,1,0,9,3,1,1,0,2,48,0,0,0,2,1,0
136381,45,1,15,5,5593,2,2,2,1,0,9,3,1,1,0,2,48,0,0,0,2,1,0
136829,45,1,6,5,5714,1,2,2,1,0,29,2,1,1,0,2,12,0,0,0,2,1,0
136831,45,1,6,5,5714,1,2,2,1,0,29,2,1,1,0,2,12,0,0,0,2,1,0
136834,45,1,6,5,5714,1,2,3,1,0,29,2,1,1,0,2,12,0,0,0,2,1,0
136835,45,1,6,5,5714,1,2,3,1,0,29,2,1,1,0,2,12,0,0,0,2,1,0
136837,45,1,6,5,5714,1,2,2,1,0,29,2,1,1,0,2,12,0,0,0,2,1,0
136839,45,1,6,5,5714,1,2,2,1,0,29,2,1,1,0,2,12,0,0,0,2,1,0
136842,45,1,6,5,5714,1,2,3,1,0,29,2,1,1,0,2,12,0,0,0,2,1,0
137144,45,1,3,10,4477,1,2,2,1,1,7,2,1,1,1,2,12,0,0,0,2,1,0
137147,45,1,3,10,4477,1,2,2,1,1,7,2,1,1,1,2,12,0,0,0,2,1,0
137148,45,1,3,10,4477,1,2,2,1,1,7,2,1,1,1,2,12,0,0,0,2,1,0
137149,45,1,3,10,4477,1,2,2,1,1,7,2,1,1,1,2,12,0,0,0,2,1,0
137152,45,1,3,10,4477,1,2,2,1,1,7,2,1,1,1,2,12,0,0,0,2,1,0
137155,45,1,3,10,4477,1,2,2,1,1,7,2,1,1,1,2,12,0,0,0,2,1,0
137156,45,1,3,10,4477,1,2,2,1,1,7,2,1,1,1,2,12,0,0,0,2,1,0
137157,45,1,3,10,4477,1,2,2,1,1,7,2,1,1,1,2,12,0,0,0,2,1,0
137193,45,0,6,10,2936,2,2,2,1,1,2,1,2,1,1,2,12,0,0,0,2,1,0
137194,45,0,6,10,2936,2,2,2,1,1,2,1,2,1,1,2,12,0,0,0,2,1,0
137198,45,0,6,10,2936,2,2,2,1,1,2,1,2,1,1,2,12,0,0,0,2,1,0
137199,45,0,6,10,2936,2,2,2,1,1,2,1,2,1,1,2,12,0,0,0,2,1,0
137201,45,0,6,10,2936,2,2,2,1,1,2,1,2,1,1,2,12,0,0,0,2,1,0
137202,45,0,6,10,2936,2,2,2,1,1,2,1,2,1,1,2,12,0,0,0,2,1,0
137206,45,0,6,10,2936,2,2,2,1,1,2,1,2,1,1,2,12,0,0,0,2,1,0
137336,45,0,0,5,4327,2,1,2,1,0,6,2,1,1,0,2,12,0,0,0,2,1,0
137338,45,0,0,5,4327,2,1,2,1,0,6,2,1,1,0,2,12,0,0,0,2,1,0
137341,45,0,0,5,4327,2,1,2,1,0,6,2,1,1,0,2,12,0,0,0,2,1,0
137342,45,0,0,5,4327,2,1,2,1,0,6,2,1,1,0,2,12,0,0,0,2,1,0
137344,45,0,0,5,4327,2,1,2,1,0,6,2,1,1,0,2,12,0,0,0,2,1,0
137346,45,0,0,5,4327,2,1,2,1,0,6,2,1,1,0,2,12,0,0,0,2,1,0
137349,45,0,0,5,4327,2,1,2,1,0,6,2,1,1,0,2,12,0,0,0,2,1,0
137607,45,0,14,10,2781,2,3,3,1,0,20,1,1,1,1,2,48,0,0,0,2,1,0
137609,45,0,14,10,2781,2,3,3,1,0,20,1,1,1,1,2,48,0,0,0,2,1,0
137612,45,0,14,10,2781,2,3,2,1,0,20,1,1,1,1,2,48,0,0,0,2,1,0
137613,45,0,14,10,2781,2,3,2,1,0,20,1,1,1,1,2,48,0,0,0,2,1,0
137615,45,0,14,10,2781,2,3,3,1,0,20,1,1,1,1,2,48,0,0,0,2,1,0
137617,45,0,14,10,2781,2,3,3,1,0,20,1,1,1,1,2,48,0,0,0,2,1,0
138446,45,1,0,6,18061,2,1,2,1,0,25,2,2,1,2,2,12,0,0,0,2,1,0
138449,45,1,0,6,18061,2,1,2,1,0,25,2,2,1,2,2,12,0,0,0,2,1,0
